source,target,source_name,target_name
249,858,Ryan Martin,Dianne Cooper
415,890,Amy Scott,Sherry Marshall
669,1035,Russell Nash,Sara Shaw
129,304,Phillip White,Carlos Moore
1220,1440,Jessie Hart,Carlos Nadeau
354,1554,Julie Henderson,Maire Woodall
154,971,Lori King,Guadalupe Tyler
152,1190,David James,Melanie Elliott
50,276,Lois Smith,Rachel Barnes
50,1408,Lois Smith,Chantelle Graf
849,1267,Leah Mcbride,Nadine Norman
491,1559,Julie Simmons,Kaylee Santana
218,1135,Terry Foster,Alyssa Stanley
63,66,Anthony Edwards,Craig Brooks
1183,1521,Tasha Owens,Kerstin Hahn
103,251,Andrea Jones,Sharon Bryant
77,1016,Elizabeth Baker,Sherri Johnston
161,1275,Ryan Thompson,Jessica Kim
1166,1468,Francis Leonard,Mariela Bernal
55,848,Samuel Simmons,Melba Yates
1159,1200,June Hawkins,Jennifer Butler
88,653,Michael Wright,Tara Drake
361,1040,Jane Washington,Natalie Rodgers
43,1139,Laura Mitchell,Maria Frazier
1328,1503,Numbers Link,Joetta Allred
40,1479,Donna Cox,Myrtie Waldron
129,1328,Phillip White,Numbers Link
217,883,Kathy Reed,Wilma Olson
189,964,Katherine Moore,Rick Harris
544,1012,Peter Bowers,Shelley Powers
471,799,Marie Young,Meredith Munoz
644,1115,Ted Lyons,Lucia George
90,433,Ruby Lopez,Rose Powell
234,972,Jeffrey Rodriguez,Caleb Carson
931,1049,Rickey Jackson,Willie Schneider
527,1337,Kerry Copeland,Santa Apodaca
164,1285,Doris Martinez,Carmen Owen
1164,1400,Gladys Blair,Branda Moon
687,1097,Kevin Pratt,Alma Hernandez
1148,1392,Ella Hammond,Josef Cochran
109,1206,Martin Lee,Sabrina Love
149,1013,Matthew Smith,Wanda Tucker
68,939,Juan Stewart,Elias Silva
860,1025,Billie Blake,Cecelia Cole
50,662,Lois Smith,Johnathan Simpson
517,1180,Madeline Adkins,Hannah Neal
314,1080,Phillip Russell,Maxine Cross
578,781,Carl Aguilar,Ignacio Medina
266,286,Teresa Murphy,Diana Robinson
375,1096,Joseph Bennett,Alberta Wise
716,1389,Rogelio Gibbs,Tracie Rivers
134,741,Marie Collins,Everett Rodgers
367,1092,Jonathan Adams,Bethany Underwood
116,1510,Marilyn Bryant,Karma Marcus
717,796,Darin Mcguire,Tommy Keller
854,1210,Vera Sanchez,Norma Bryant
152,1167,David James,Vivian Underwood
392,511,Gloria Wilson,Angelica Howard
611,1452,Joel Joseph,Florance Champagne
494,638,Paula Foster,Tommie Chapman
1209,1407,Joan Vasquez,Consuelo Matheny
291,953,Lillian Rogers,Harold Cunningham
356,1082,Diana Roberts,Velma Watson
864,1260,Claire Hardy,Joyce Malone
302,882,Steve Bailey,Eileen Swanson
116,1366,Marilyn Bryant,Madaline Weller
162,579,Sara Barnes,Garrett Myers
103,264,Andrea Jones,Roger Nelson
1207,1599,Dawn Gutierrez,Desmond Yanez
519,1225,Gustavo Gibson,Nichole Jennings
435,588,Christina Cox,Minnie Munoz
471,1414,Marie Young,Cleora Burch
169,209,Annie Cooper,Benjamin Kelly
536,1543,Margie Little,Fidel Jolly
1195,1508,Doreen Carroll,Margarett Armijo
712,982,Cynthia Singleton,Benjamin May
102,793,Carl Ramirez,Gilbert Roberts
778,1076,Glenda Myers,Regina Byrd
230,341,Mary Price,Jeffrey Clark
1337,1448,Santa Apodaca,Basil Mejia
9,193,Betty Hughes,John Diaz
980,1327,Randy Caldwell,Rebeca Lauer
594,617,Aaron Hunter,Woodrow Hampton
254,289,Christine Stewart,Joan Rivera
219,331,Wayne Watson,Anna Howard
167,1044,Jennifer Jackson,Sharon Wilkerson
544,1519,Peter Bowers,Tamisha Nunes
343,1386,Kevin Long,Octavia Bowling
796,837,Tommy Keller,Sherri Caldwell
741,901,Everett Rodgers,Ignacio Larson
1127,1202,Lee Moss,Rosalie Welch
446,724,Joseph Wright,Allison Hall
185,1357,Albert Peterson,Marlyn Blount
64,393,Gerald Johnson,Anthony Peterson
144,273,Mildred Allen,Clarence Scott
364,505,Joe Alexander,Alexandra Steele
325,434,Jennifer Rogers,Sean Nelson
706,1474,Jermaine Barnett,September Embry
51,868,Ryan Watson,Agnes Thomas
411,1260,Margaret Griffin,Joyce Malone
616,1400,Travis Wagner,Branda Moon
1112,1487,Ora Bass,Adolfo Dewey
593,779,Jeffery Robbins,Travis Saunders
169,860,Annie Cooper,Billie Blake
791,1023,Derek Gardner,Leigh Daniel
1049,1547,Willie Schneider,Korey Shumate
11,1177,Albert Lewis,Miranda Green
590,853,Tasha Knight,Irene Norton
391,1547,Helen Sanchez,Korey Shumate
441,1139,Andrea Russell,Maria Frazier
642,900,Elsie Garza,Glenn Martinez
572,1250,Wm Ballard,Toni Simon
688,787,Preston Beck,Russell James
310,835,Johnny Turner,Frances Carpenter
1018,1416,Angelina Todd,Carly Roche
938,1307,Felix Neal,Lanora Mott
77,633,Elizabeth Baker,Velma Simon
334,375,Dorothy Watson,Joseph Bennett
983,1458,Philip Boone,Shanta Mcpherson
1038,1394,Lee Daniels,Alyce Nagle
982,1350,Benjamin May,Hertha Mcgovern
1135,1592,Alyssa Stanley,Pilar Crowell
265,949,Christina Gonzales,Erik Wright
235,1564,Ashley Mitchell,Diedre Dietz
20,593,Steve Powell,Jeffery Robbins
575,1520,Agnes Powers,Hertha Tice
11,395,Albert Lewis,Sarah Mitchell
671,1228,Janet Tucker,Freda Hardy
7,16,Beverly Parker,Timothy Patterson
548,1386,Daisy Gross,Octavia Bowling
460,1539,Walter Ross,Rubie Brackett
49,1410,Joan Long,Lanny Gallegos
493,1307,Matthew Price,Lanora Mott
57,102,Cynthia Roberts,Carl Ramirez
195,710,Beverly Brown,Emily Valdez
481,838,Timothy Lee,Brandi Lowe
842,1195,April Evans,Doreen Carroll
288,380,Lori Parker,Howard Phillips
840,1122,Alexandra Richardson,Jenna James
825,1142,Katherine Colon,Lynette Baker
909,1401,Sheldon Curry,Mika Aranda
566,1556,Kristine Ross,Joannie Jernigan
390,656,Brian Edwards,Norma Fox
1203,1210,Jody Arnold,Norma Bryant
64,900,Gerald Johnson,Glenn Martinez
338,911,Irene Scott,Seth Webb
238,973,Julie Henderson,Enrique Olson
666,1234,Dominic Schultz,Maggie Lane
1382,1590,Summer Hudgens,Demetrius Forbes
960,1223,Leland Hanson,Eloise Park
876,1489,Vivian Harris,Ellie Lebron
545,944,Alison Craig,Simon Jefferson
125,358,Nicole Perry,Alice Brown
46,1297,Joe Nelson,Latarsha Daugherty
200,272,Dorothy Bell,Chris Cooper
170,280,Jason Adams,Gary Richardson
506,1132,Mitchell Patton,Nadine Bryan
508,1062,Saul Crawford,Ollie Walton
1054,1495,Blanche May,Judie Richter
787,1151,Russell James,Monica Luna
455,1581,David Richardson,Remedios Delagarza
868,996,Agnes Thomas,Frankie Spencer
728,836,Tami Hamilton,Daisy Cox
134,1117,Marie Collins,Anne Jenkins
150,716,Helen Flores,Rogelio Gibbs
598,726,Ethel Douglas,Alejandro Perez
169,320,Annie Cooper,Jacqueline Lopez
201,389,Edward Harris,Shawn Foster
244,988,Shawn Clark,Bradley Brooks
1,327,Tina Murphy,Carl Simmons
1214,1340,Sylvia Cole,Karri Wilhelm
711,1506,Jana Stokes,Thanh Regan
454,1472,Dennis Rodriguez,Elinor Hayden
101,939,Jeffrey Wood,Elias Silva
401,1466,Shirley Bryant,Dania Metzler
1539,1545,Rubie Brackett,Vinita Mccombs
566,1533,Kristine Ross,Lyndsey Centeno
453,1247,Joshua Stewart,Jaime Howell
737,777,Bobbie Mcdonald,Keith Ray
1276,1400,Julie Leonard,Branda Moon
484,1500,Diana Coleman,Tambra Daugherty
19,497,Victor Campbell,Lois Gilbert
381,1487,Frances Butler,Adolfo Dewey
666,982,Dominic Schultz,Benjamin May
326,505,Raymond Martinez,Alexandra Steele
880,1091,Lynette Vega,Geraldine Colon
1099,1129,Karla Wong,Sonya Pope
523,933,Flora Huff,Lamar Strickland
545,692,Alison Craig,Charlie Andrews
88,862,Michael Wright,Jo Cunningham
497,652,Lois Gilbert,Kelli Turner
172,855,Larry Bennett,Henrietta Townsend
289,357,Joan Rivera,Jean Walker
209,1417,Benjamin Kelly,Charissa Mcgowan
1155,1375,Charlene Stevens,Johnny Cuevas
698,1316,Sue French,Noe Olsen
1055,1208,Allison Patrick,Judith Romero
1121,1382,Lisa Ramirez,Summer Hudgens
706,1320,Jermaine Barnett,Britta Shannon
118,475,Gary Edwards,Ronald Murphy
12,1397,Judy Morris,Edison Boothe
112,1484,Steve Roberts,Narcisa Clarkson
388,1239,Ann Cook,Rachael Riley
621,1590,Bessie Bell,Demetrius Forbes
561,1310,Donna Elliott,Pansy Boyle
342,863,Annie Jenkins,Brandy Adams
251,1270,Sharon Bryant,Susan George
134,456,Marie Collins,Dorothy Carter
615,643,Faith Malone,Norman Bryant
181,1583,Johnny Murphy,Adell Lilly
749,872,Melinda Pope,Ruth Christensen
15,239,George Clark,Kenneth Ross
980,1150,Randy Caldwell,Maureen Curry
904,1420,Gerard Clark,Arron Travis
433,1017,Rose Powell,Sadie Mccarthy
1014,1557,Veronica Zimmerman,Taina Tubbs
168,1500,Brenda Davis,Tambra Daugherty
150,1223,Helen Flores,Eloise Park
228,1551,Jose Walker,Xochitl Runyon
2,1059,Ann Cook,Vivian Frank
1435,1550,Geri Minor,Andria Shafer
393,801,Anthony Peterson,Sabrina Newton
315,1290,Wanda Powell,Jeannette Jordan
679,1158,Timothy Stewart,Holly Holloway
618,919,Bethany Schmidt,Drew Poole
280,1189,Gary Richardson,Teresa Conner
466,1279,Charles Edwards,Heather Holmes
54,468,Martha Kelly,Clarence Lewis
119,1500,Bruce Morris,Tambra Daugherty
683,1542,Gretchen Stone,Maris Hayden
446,812,Joseph Wright,Joanne Fitzgerald
501,1422,Laura Maxwell,Amalia Redding
352,1293,Samuel Thompson,Carrie Saunders
258,1286,Jacqueline Johnson,Marguerite Neal
440,997,Jason Wilson,Della Fox
563,1513,Sandy Price,Sol Candelaria
338,986,Irene Scott,Adrian Phillips
179,584,Cynthia Miller,Joseph Phelps
273,511,Clarence Scott,Angelica Howard
516,1172,Silvia Mcgee,Elaine Thompson
364,858,Joe Alexander,Dianne Cooper
905,1362,Johnny Valdez,Jeanelle Dickson
119,1356,Bruce Morris,Tanika South
752,1040,Lynne Collier,Natalie Rodgers
527,1559,Kerry Copeland,Kaylee Santana
783,1107,Velma Ballard,Ellen Bishop
262,847,Rebecca Howard,Shelley Cortez
738,956,Guy Nunez,Luis Tucker
749,1114,Melinda Pope,Erica Obrien
716,937,Rogelio Gibbs,Angelo Obrien
26,490,Sandra Sanchez,Gerald Parker
1214,1330,Sylvia Cole,Yuk Hamrick
373,863,Alan Green,Brandy Adams
1026,1508,Lucia Buchanan,Margarett Armijo
27,455,Louise Butler,David Richardson
156,1094,Bonnie Richardson,Traci Gutierrez
321,444,Andrew Price,Martin Johnson
478,1410,Andrew Garcia,Lanny Gallegos
9,294,Betty Hughes,Sara Bailey
471,1142,Marie Young,Lynette Baker
5,552,Catherine Foster,Juan Lane
131,1451,Louise Williams,Maudie Beaudoin
462,913,John Rogers,Cory Gross
239,984,Kenneth Ross,Angel Glover
224,1121,Frances Lewis,Lisa Ramirez
881,1391,Allison Jennings,Brittny Fanning
360,636,Melissa Parker,Gilbert Perkins
1260,1567,Joyce Malone,Bobbye Crosby
122,1222,Russell Rodriguez,Isabel Ramos
999,1117,Teresa Bass,Anne Jenkins
672,759,Kelly Klein,Clayton Freeman
830,1345,Candace Harvey,Sha Coffey
979,1059,Kenneth Stephens,Vivian Frank
479,593,Michael Hall,Jeffery Robbins
447,906,Diane Ramirez,Wilbur Blair
164,172,Doris Martinez,Larry Bennett
230,383,Mary Price,Janice Anderson
140,489,Catherine Butler,Roy Robinson
593,1109,Jeffery Robbins,Erika Taylor
1076,1077,Regina Byrd,Leticia Mitchell
416,918,Gregory Perry,Stanley Porter
557,777,Wallace Griffin,Keith Ray
502,841,Elsa Barnes,Gayle Frazier
1309,1544,Sidney Grissom,Carlee Viera
123,256,Joe Washington,Angela Patterson
136,375,Jack Ward,Joseph Bennett
1017,1027,Sadie Mccarthy,Lois Perry
545,1297,Alison Craig,Latarsha Daugherty
815,892,Elisa Lynch,Rhonda Curry
232,1511,Russell White,Hal Richie
536,1248,Margie Little,Miriam Dixon
387,1534,Steven Williams,Kerrie Croft
568,1317,Casey Sims,Warner Stephenson
1273,1398,Angie Hudson,Alex Madrid
216,749,Jessica Miller,Melinda Pope
299,1421,Sandra James,Dennis Sandlin
1114,1225,Erica Obrien,Nichole Jennings
963,1172,Edgar Hodges,Elaine Thompson
987,1529,Everett James,Bettyann Maples
139,874,Craig Gonzalez,Audrey Ortega
17,131,Diane Allen,Louise Williams
361,987,Jane Washington,Everett James
86,1313,Harold Perez,Chase Kitchens
1352,1398,Deja Marcum,Alex Madrid
830,1322,Candace Harvey,Genia Keaton
851,1116,Marguerite King,Sheila Bradley
498,583,Gretchen Porter,Winifred Armstrong
1363,1556,Gertude Kingsley,Joannie Jernigan
962,1212,Christopher Saunders,Muriel Houston
90,874,Ruby Lopez,Audrey Ortega
533,806,Gabriel Dennis,Anne Nash
1084,1583,Leona Goodman,Adell Lilly
592,892,Rita Sherman,Rhonda Curry
1075,1089,Ramona Fowler,Faith Carter
321,398,Andrew Price,Jerry Davis
484,950,Diana Coleman,Fred Sandoval
1018,1229,Angelina Todd,Lynette Hall
447,1148,Diane Ramirez,Ella Hammond
337,522,Beverly Taylor,Brett Webster
1008,1444,Charlene Jefferson,Chanda Menendez
182,319,Willie Wilson,Clarence Jackson
1029,1158,Juana Warner,Holly Holloway
563,1359,Sandy Price,Tanisha Conklin
463,1421,Norma Clark,Dennis Sandlin
1161,1314,Patsy Fowler,Tomoko Kimble
114,184,Sandra Walker,Kenneth Cox
94,1109,Clarence Diaz,Erika Taylor
171,346,Betty Lewis,Linda Murphy
42,1593,Lisa Thomas,Ozella Mcbee
1155,1499,Charlene Stevens,Joanie Barr
734,1326,Steve Campbell,Chery Mcrae
520,988,Douglas Reyes,Bradley Brooks
632,1458,Margie Rodriguez,Shanta Mcpherson
651,1557,Jane Gonzales,Taina Tubbs
122,1356,Russell Rodriguez,Tanika South
168,1323,Brenda Davis,Renae Darling
961,996,Colin Watson,Frankie Spencer
524,1107,Pam Conner,Ellen Bishop
1385,1552,Ping Curtin,Katrice Strunk
1117,1472,Anne Jenkins,Elinor Hayden
35,650,Frances Russell,Carrie Adams
171,202,Betty Lewis,Wanda Butler
182,440,Willie Wilson,Jason Wilson
539,1123,Ellen Bowman,Jill Mann
1215,1406,Ramona Newman,Mallory Schubert
117,1134,Amy Gray,Vicki Hansen
24,1580,Jerry Moore,Erlene Lennon
1105,1503,Ada Rios,Joetta Allred
469,798,Terry Bell,Felicia Gray
192,1164,Ralph Wright,Gladys Blair
30,162,Phyllis Hernandez,Sara Barnes
234,1426,Jeffrey Rodriguez,Kathern Greathouse
409,1278,Brandon Smith,Tamara Perkins
138,1458,Louis Evans,Shanta Mcpherson
255,811,Robert Morris,Kerry Lambert
924,1198,Erick Nguyen,Shirley Olson
1144,1467,Christy Patrick,Christin Patino
1110,1325,Erin Barnett,Natalya Espino
82,474,Stephanie Walker,Jane Campbell
484,1457,Diana Coleman,Lakeisha New
1207,1523,Dawn Gutierrez,Judie Meacham
53,596,Joshua Peterson,Jesse Buchanan
178,856,Keith Simmons,Kelley Martinez
375,1550,Joseph Bennett,Andria Shafer
476,1453,Lori Anderson,Tinisha Russ
645,1145,Natasha Stevens,Raquel Ramos
129,1000,Phillip White,Jasmine Chapman
1084,1452,Leona Goodman,Florance Champagne
110,721,Paula Long,Marcos Guzman
689,1417,Matthew Higgins,Charissa Mcgowan
1320,1549,Britta Shannon,Vanesa Gatlin
371,1516,Ronald Evans,Consuelo Cordova
681,1333,Randal Hudson,Scottie Hamel
196,1255,Laura Russell,Paulette Fox
462,1554,John Rogers,Maire Woodall
292,963,Andrew Flores,Edgar Hodges
893,1332,Stacey Richards,Stevie Butts
1152,1592,Nichole Watson,Pilar Crowell
958,1232,Miguel Klein,Anita Barton
90,1502,Ruby Lopez,Krystle Hardin
767,1372,Bonnie Hubbard,Marylee Rosa
156,1447,Bonnie Richardson,Ambrose Sampson
1050,1315,Jana Harrington,Lynelle Ferry
750,874,Wilbur Castillo,Audrey Ortega
591,621,Jacqueline Harvey,Bessie Bell
229,1288,Andrea James,Elsa Mclaughlin
15,196,George Clark,Laura Russell
169,1157,Annie Cooper,Sheryl Guzman
509,1113,Bernard Frank,Christina Tate
123,1535,Joe Washington,Nickie Laflamme
43,1197,Laura Mitchell,Lindsay Lyons
464,1456,Sandra Thomas,Bunny Barrera
649,827,Mae Francis,Amanda Howell
420,1004,Nancy Morgan,Amelia Peters
330,1376,Lori Lee,Isaura Lemus
267,1436,Sean Griffin,Jeanie Trout
173,1392,Steven Thomas,Josef Cochran
259,1352,Stephen Peterson,Deja Marcum
236,1448,Keith Williams,Basil Mejia
27,700,Louise Butler,Tricia Mcgee
143,466,Howard Young,Charles Edwards
414,817,Carolyn Bennett,Ebony Reid
122,1346,Russell Rodriguez,Hsiu Alcorn
1029,1233,Juana Warner,Marianne Hogan
900,1348,Glenn Martinez,Shad Derr
330,1232,Lori Lee,Anita Barton
429,1354,Joyce Adams,Micah Fay
223,840,Anna Garcia,Alexandra Richardson
924,1296,Erick Nguyen,Kay Jefferson
1251,1462,Kristine Schultz,Bonita Burleson
139,1106,Craig Gonzalez,Jennie Gardner
64,1112,Gerald Johnson,Ora Bass
649,948,Mae Francis,Andrew Reed
1208,1500,Judith Romero,Tambra Daugherty
235,585,Ashley Mitchell,Reginald Phillips
55,209,Samuel Simmons,Benjamin Kelly
47,1288,Brenda Price,Elsa Mclaughlin
699,1214,Guadalupe Santos,Sylvia Cole
889,966,Willie Taylor,Domingo Wallace
1019,1570,Ida Reed,Andre Wilbanks
334,564,Dorothy Watson,Elsie Martin
1399,1562,Celeste Mendenhall,Reta Hawley
619,696,Nicolas Roy,Herman Sanders
306,1139,Michelle King,Maria Frazier
458,599,Mark Harris,Tiffany Arnold
1491,1565,Shirl Frame,Alane Bartels
588,974,Minnie Munoz,Jesus Cole
411,1341,Margaret Griffin,Edelmira Tillman
652,1404,Kelli Turner,Rachell Broussard
548,672,Daisy Gross,Kelly Klein
157,1016,Scott Howard,Sherri Johnston
180,362,Joshua Scott,Virginia Patterson
266,1597,Teresa Murphy,Christal Means
144,1342,Mildred Allen,Rafaela Newell
249,1544,Ryan Martin,Carlee Viera
504,1505,Earnest Joseph,Shawnee Sotelo
82,1138,Stephanie Walker,Brandy Wade
348,583,Joshua Perry,Winifred Armstrong
438,1151,Shawn Baker,Monica Luna
46,1450,Joe Nelson,Zola Keel
505,832,Alexandra Steele,May Sparks
205,391,Irene Perry,Helen Sanchez
365,1575,Mark Gonzales,Nolan Larkin
968,1496,Duane Hamilton,Isa Hager
496,1012,Evelyn Jackson,Shelley Powers
615,963,Faith Malone,Edgar Hodges
429,693,Joyce Adams,Karl Quinn
305,1152,Gerald Robinson,Nichole Watson
370,378,Donald Nelson,Louis Campbell
604,1448,Nicole Hill,Basil Mejia
1361,1427,Teresita Bruton,Yuonne Winston
859,1180,Sandy Foster,Hannah Neal
342,1448,Annie Jenkins,Basil Mejia
354,519,Julie Henderson,Gustavo Gibson
60,72,Christine Howard,Evelyn Brown
115,762,Gloria Gonzales,Erika Delgado
1540,1578,Zella Bratcher,Briana Willey
535,976,Cornelius Stanley,Gary Ortiz
684,1593,Ronald Mason,Ozella Mcbee
114,537,Sandra Walker,Caroline Holland
270,1050,Virginia Gray,Jana Harrington
1213,1448,Whitney Mccormick,Basil Mejia
246,1596,Brenda Phillips,Elidia Sewell
395,1310,Sarah Mitchell,Pansy Boyle
198,1290,Diana Powell,Jeannette Jordan
383,698,Janice Anderson,Sue French
123,1525,Joe Washington,Deandre Lacey
302,773,Steve Bailey,Sophie Reese
444,677,Martin Johnson,Otis Waters
567,1193,Carrie Figueroa,Bridget Moran
504,1253,Earnest Joseph,Vivian Kelley
161,1408,Ryan Thompson,Chantelle Graf
756,800,Bernard Mcbride,Tonya Carroll
673,1174,Carroll Newman,Lucy Walsh
1113,1446,Christina Tate,Lamont Eller
221,1459,Beverly Morgan,Fermin Jacob
404,986,Janice Reed,Adrian Phillips
13,118,Kathleen Coleman,Gary Edwards
41,854,Mary Williams,Vera Sanchez
975,1512,Sammy Williamson,Floria Mathias
360,1208,Melissa Parker,Judith Romero
442,869,Alan Cooper,Kay Parker
306,1237,Michelle King,Bridget Mills
107,1028,Terry Hernandez,Beatrice Francis
545,1519,Alison Craig,Tamisha Nunes
418,432,Willie Hernandez,Doris Henderson
434,1194,Sean Nelson,Toni Spencer
362,760,Virginia Patterson,Kenneth Tucker
73,1560,Joyce Green,Oneida Arias
772,1418,Brandon Morton,Clementine Wendt
270,1171,Virginia Gray,Lindsay Reese
1082,1086,Velma Watson,Connie Grant
606,977,Larry Phillips,Terence Ray
258,1462,Jacqueline Johnson,Bonita Burleson
69,1446,Aaron James,Lamont Eller
534,1137,Archie Jensen,Naomi Banks
441,909,Andrea Russell,Sheldon Curry
296,1574,Kelly Green,Michel Snipes
42,117,Lisa Thomas,Amy Gray
200,474,Dorothy Bell,Jane Campbell
1158,1489,Holly Holloway,Ellie Lebron
212,448,John Diaz,Keith James
89,457,Theresa Sanders,Rebecca Perez
595,1232,Brandy Harmon,Anita Barton
32,1155,Thomas Ramirez,Charlene Stevens
518,1394,Annette Ramos,Alyce Nagle
423,1385,Emily Martin,Ping Curtin
164,1045,Doris Martinez,Michelle Washington
563,1545,Sandy Price,Vinita Mccombs
394,1507,Nicole Kelly,Ester Duvall
746,992,Colleen Schneider,Gerardo Terry
965,1445,Alton Mcbride,Romeo Bolton
880,992,Lynette Vega,Gerardo Terry
1293,1390,Carrie Saunders,Tova Florence
871,1252,Diane Saunders,Melinda Knight
528,1178,Victoria Benson,Olivia Little
89,1396,Theresa Sanders,Rema Tanner
1458,1494,Shanta Mcpherson,Christopher Hensley
182,1444,Willie Wilson,Chanda Menendez
368,817,Kelly Smith,Ebony Reid
257,1358,Steven Coleman,Truman Hindman
298,981,Bruce Campbell,Wilfred Sutton
722,900,Pauline Kelley,Glenn Martinez
1108,1115,Gwendolyn Hunter,Lucia George
1508,1580,Margarett Armijo,Erlene Lennon
448,1563,Keith James,America Alarcon
1273,1597,Angie Hudson,Christal Means
396,1144,Tina Martin,Christy Patrick
226,1407,Sandra Brown,Consuelo Matheny
23,1307,Lori Anderson,Lanora Mott
1090,1332,Lynne Rice,Stevie Butts
150,1268,Helen Flores,Brittany Silva
182,1300,Willie Wilson,Shona Fortner
580,852,Darrell Russell,Courtney Graham
1202,1393,Rosalie Welch,Rutha Blodgett
17,595,Diane Allen,Brandy Harmon
165,1247,Pamela Phillips,Jaime Howell
1045,1180,Michelle Washington,Hannah Neal
596,796,Jesse Buchanan,Tommy Keller
593,1285,Jeffery Robbins,Carmen Owen
772,1287,Brandon Morton,Ethel Long
1308,1410,Joya Freedman,Lanny Gallegos
45,1596,Jack Martin,Elidia Sewell
370,1127,Donald Nelson,Lee Moss
1467,1583,Christin Patino,Adell Lilly
171,918,Betty Lewis,Stanley Porter
423,724,Emily Martin,Allison Hall
117,309,Amy Gray,Willie Young
272,1086,Chris Cooper,Connie Grant
1311,1421,Evalyn Drew,Dennis Sandlin
1344,1369,Kirsten Hibbard,Troy Lu
60,412,Christine Howard,Raymond Long
335,1434,Angela Wood,Mandie Cecil
845,1356,Harriet Neal,Tanika South
209,1066,Benjamin Kelly,Molly Johnson
355,1120,Albert Cox,Annette Hubbard
322,943,Lisa Coleman,Patrick Parker
570,779,Jaime Massey,Travis Saunders
549,985,Kelly Cruz,Kim Marsh
324,458,Stephen Hall,Mark Harris
709,1123,Caroline Davis,Jill Mann
620,1274,Orville Dean,Grace Luna
149,1509,Matthew Smith,Estell Ricks
129,777,Phillip White,Keith Ray
70,313,Martin Collins,Joan Thomas
166,695,Evelyn Bell,Laverne Ingram
819,1340,Jeannie Roberts,Karri Wilhelm
114,1322,Sandra Walker,Genia Keaton
565,929,Norman Harris,Freddie Ross
79,547,Charles Hill,Tabitha Mendez
1098,1429,Nora Reid,Crista Vickers
227,561,Fred Hill,Donna Elliott
101,156,Jeffrey Wood,Bonnie Richardson
1248,1373,Miriam Dixon,Lashanda Kimmel
926,1322,Ismael Clayton,Genia Keaton
187,345,Anthony Carter,Gary Cooper
1084,1530,Leona Goodman,Joye Salmon
1402,1431,Denice Bernard,Arnita Herrick
391,898,Helen Sanchez,Eduardo Hammond
872,1122,Ruth Christensen,Jenna James
208,1042,Mark Hughes,Gwendolyn Schultz
242,955,Nicole Perez,Nicolas Romero
200,1367,Dorothy Bell,Moriah Edward
461,993,Joan Mitchell,Jared Pope
1325,1476,Natalya Espino,Vernetta Swann
28,1520,Maria Jenkins,Hertha Tice
148,682,Carolyn Ross,Gerald Foster
205,1153,Irene Perry,Pat Roberson
202,1556,Wanda Butler,Joannie Jernigan
449,610,Ralph Cook,Suzanne Byrd
405,424,Tina Gonzalez,Scott Moore
1409,1555,Jaleesa Edmondson,Carol Lowery
1236,1255,Alicia Barber,Paulette Fox
9,1098,Betty Hughes,Nora Reid
146,1512,Charles Coleman,Floria Mathias
213,519,Albert Smith,Gustavo Gibson
488,1361,Brenda Patterson,Teresita Bruton
246,287,Brenda Phillips,Michael Thompson
277,1586,Gregory Wright,Natashia Glynn
605,863,Marion Baker,Brandy Adams
653,1428,Tara Drake,Summer Lachance
172,975,Larry Bennett,Sammy Williamson
131,1123,Louise Williams,Jill Mann
1241,1598,Leona Schneider,Florance Trice
389,601,Shawn Foster,Tommy Holland
305,867,Gerald Robinson,Valerie Mendoza
1161,1346,Patsy Fowler,Hsiu Alcorn
598,1232,Ethel Douglas,Anita Barton
46,1430,Joe Nelson,Tanna Withrow
327,1263,Carl Simmons,Kelli Glover
40,941,Donna Cox,Darnell Lambert
729,1194,Emmett Austin,Toni Spencer
340,824,Peter Sanders,Michelle Edwards
823,978,Misty Hill,Robert Casey
578,1290,Carl Aguilar,Jeannette Jordan
389,457,Shawn Foster,Rebecca Perez
495,1521,Wanda Phillips,Kerstin Hahn
322,1041,Lisa Coleman,Shelia Santos
340,1089,Peter Sanders,Faith Carter
126,1129,Anne Alexander,Sonya Pope
126,720,Anne Alexander,Janice Carson
254,1580,Christine Stewart,Erlene Lennon
341,416,Jeffrey Clark,Gregory Perry
398,770,Jerry Davis,Wilbert Paul
641,1431,Erick Flowers,Arnita Herrick
46,1142,Joe Nelson,Lynette Baker
843,1157,Ida Patterson,Sheryl Guzman
113,903,Kimberly Bailey,Steven Frazier
782,1061,Shirley Lane,Angela Armstrong
1409,1568,Jaleesa Edmondson,Magda Wofford
948,1359,Andrew Reed,Tanisha Conklin
435,1591,Christina Cox,Lane Fusco
154,446,Lori King,Joseph Wright
46,504,Joe Nelson,Earnest Joseph
111,484,Phyllis Reed,Diana Coleman
753,854,Hugo Torres,Vera Sanchez
937,1429,Angelo Obrien,Crista Vickers
260,1330,Arthur Davis,Yuk Hamrick
79,272,Charles Hill,Chris Cooper
394,1330,Nicole Kelly,Yuk Hamrick
1331,1505,Raisa Marvin,Shawnee Sotelo
904,1023,Gerard Clark,Leigh Daniel
756,1274,Bernard Mcbride,Grace Luna
466,1206,Charles Edwards,Sabrina Love
10,172,Bobby Rodriguez,Larry Bennett
602,1216,Byron Sanchez,Susie Wise
290,455,Douglas Cook,David Richardson
597,1546,Ashley Bishop,Coy Worthington
306,808,Michelle King,Latoya Erickson
114,1132,Sandra Walker,Nadine Bryan
583,1202,Winifred Armstrong,Rosalie Welch
